transaction_id,timestamp,sender_account,receiver_account,amount,channel,sender_city,device_id,merchant_category,is_fraud,fraud_pattern
TXN0003200,2026-05-10 10:28:26.000000,ACC10064,ACC10194,1110.01,UPI,Delhi,DEV25353,travel,0,none
TXN0003201,2026-05-10 10:29:48.000000,ACC10241,ACC10113,1331.07,UPI,Solapur,DEV73179,grocery,0,none
TXN0003202,2026-05-10 10:38:49.000000,ACC10266,ACC10103,747.65,UPI,Jaipur,DEV99020,travel,0,none
TXN0003203,2026-05-10 10:45:55.000000,ACC10120,ACC10035,552.18,UPI,Aurangabad,DEV57768,utility,0,none
TXN0003204,2026-05-10 10:53:31.000000,ACC10280,ACC10388,2127.29,UPI,Amravati,DEV42994,P2P,0,none
TXN0003205,2026-05-10 10:54:01.000000,ACC10032,ACC10264,1989.77,UPI,Pune,DEV60328,ecommerce,0,none
TXN0003206,2026-05-10 11:03:18.000000,ACC10355,ACC10291,1056.98,IMPS,Jaipur,DEV48967,grocery,0,none
TXN0003207,2026-05-10 11:09:18.000000,ACC10132,ACC10045,1361.92,IMPS,Thane,DEV20393,P2P,0,none
TXN0003208,2026-05-10 11:10:07.000000,ACC10241,ACC10004,1458.21,UPI,Solapur,DEV73179,utility,0,none
TXN0003209,2026-05-10 11:12:11.000000,ACC10136,ACC10113,1547.35,UPI,Delhi,DEV38618,fuel,0,none
TXN0003210,2026-05-10 11:18:41.000000,ACC10369,ACC10096,564.19,UPI,Thane,DEV85707,P2P,0,none
TXN0003211,2026-05-10 11:23:31.000000,ACC10064,ACC10194,444.59,UPI,Delhi,DEV25353,food_delivery,0,none
TXN0003212,2026-05-10 11:23:40.000000,ACC10285,ACC10048,593.48,UPI,Pune,DEV86523,P2P,0,none
TXN0003213,2026-05-10 11:24:26.000000,ACC10303,ACC10368,5333.03,UPI,Pune,DEV35940,utility,0,none
TXN0003214,2026-05-10 11:24:40.000000,ACC10101,ACC10040,1134.2,UPI,Nagpur,DEV30668,P2P,0,none
TXN0003215,2026-05-10 11:32:41.000000,ACC10149,ACC10156,2461.54,UPI,Nashik,DEV56279,ecommerce,0,none
TXN0003216,2026-05-10 11:33:26.000000,ACC10061,ACC10328,2275.32,IMPS,Delhi,DEV13745,P2P,0,none
TXN0003217,2026-05-10 11:38:41.000000,ACC10195,ACC10141,835.39,UPI,Amravati,DEV84285,travel,0,none
TXN0003218,2026-05-10 11:39:56.000000,ACC10322,ACC10038,587.38,UPI,Solapur,DEV70444,ecommerce,0,none
TXN0003219,2026-05-10 11:41:59.000000,ACC10248,ACC10235,498.34,UPI,Amravati,DEV56824,ecommerce,0,none
TXN0003220,2026-05-10 11:43:43.000000,ACC10296,ACC10292,1099.18,UPI,Bengaluru,DEV52975,food_delivery,0,none
TXN0003221,2026-05-10 11:47:41.000000,ACC10268,ACC10098,3085.63,UPI,Solapur,DEV22743,grocery,0,none
TXN0003222,2026-05-10 11:48:12.000000,ACC10311,ACC10136,1665.44,UPI,Nashik,DEV93222,ecommerce,0,none
TXN0003223,2026-05-10 11:48:30.000000,ACC10251,ACC10358,3333.67,UPI,Mumbai,DEV16485,utility,0,none
TXN0003224,2026-05-10 11:49:16.000000,ACC10377,ACC10224,852.77,IMPS,Pune,DEV10833,grocery,0,none
TXN0003225,2026-05-10 12:00:24.000000,ACC10299,ACC10066,2584.75,UPI,Thane,DEV88011,travel,0,none
TXN0003226,2026-05-10 12:03:12.000000,ACC10154,ACC10222,2179.25,UPI,Aurangabad,DEV43075,utility,0,none
TXN0003227,2026-05-10 12:04:28.000000,ACC10206,ACC10332,1546.44,UPI,Nashik,DEV69063,grocery,0,none
TXN0003228,2026-05-10 12:09:06.000000,ACC10329,ACC10330,4048.14,UPI,Thane,DEV82668,ecommerce,0,none
TXN0003229,2026-05-10 12:16:32.000000,ACC10311,ACC10356,2583.78,UPI,Nashik,DEV93222,P2P,0,none
TXN0003230,2026-05-10 12:18:58.000000,ACC10313,ACC10070,601.3,IMPS,Jaipur,DEV14382,P2P,0,none
TXN0003231,2026-05-10 12:20:28.000000,ACC10002,ACC10180,786.02,UPI,Nagpur,DEV18475,utility,0,none
TXN0003232,2026-05-10 12:24:44.000000,ACC10203,ACC10331,832.77,NEFT,Bengaluru,DEV12609,P2P,0,none
TXN0003233,2026-05-10 12:24:52.000000,ACC10187,ACC10162,1090.97,UPI,Nagpur,DEV59768,ecommerce,0,none
TXN0003234,2026-05-10 12:28:41.000000,ACC10112,ACC10198,1638.14,UPI,Solapur,DEV59967,P2P,0,none
TXN0003235,2026-05-10 12:31:52.000000,ACC10283,ACC10039,1173.33,NEFT,Amravati,DEV86680,P2P,0,none
TXN0003236,2026-05-10 12:35:17.000000,ACC10057,ACC10130,1017.18,IMPS,Mumbai,DEV78265,P2P,0,none
TXN0003237,2026-05-10 12:41:24.000000,ACC10297,ACC10312,340.41,NEFT,Solapur,DEV91298,food_delivery,0,none
TXN0003238,2026-05-10 12:43:33.000000,ACC10094,ACC10021,578.15,UPI,Mumbai,DEV94312,travel,0,none
TXN0003239,2026-05-10 12:44:37.000000,ACC10105,ACC10151,610.44,UPI,Bengaluru,DEV82370,grocery,0,none
TXN0003240,2026-05-10 12:56:27.000000,ACC10386,ACC10164,3582.47,NEFT,Jaipur,DEV64307,utility,0,none
TXN0003241,2026-05-10 12:56:58.000000,ACC10257,ACC10110,1225.57,UPI,Amravati,DEV23825,utility,0,none
TXN0003242,2026-05-10 13:11:31.000000,ACC10022,ACC10079,2466.33,UPI,Bengaluru,DEV44872,P2P,0,none
TXN0003243,2026-05-10 13:13:15.000000,ACC10346,ACC10387,2532.46,UPI,Bengaluru,DEV31723,P2P,0,none
TXN0003244,2026-05-10 13:15:00.000000,ACC10298,ACC10182,856.3,IMPS,Nashik,DEV96688,grocery,0,none
TXN0003245,2026-05-10 13:15:38.000000,ACC10139,ACC10104,4027.37,IMPS,Nagpur,DEV32444,P2P,0,none
TXN0003246,2026-05-10 13:15:46.000000,ACC10087,ACC10337,692.66,UPI,Nashik,DEV49158,food_delivery,0,none
TXN0003247,2026-05-10 13:16:47.000000,ACC10109,ACC10385,2000.1,UPI,Pune,DEV53972,utility,0,none
TXN0003248,2026-05-10 13:18:40.000000,ACC10164,ACC10254,308.18,IMPS,Kolhapur,DEV87463,P2P,0,none
TXN0003249,2026-05-10 13:24:38.000000,ACC10108,ACC10097,1309.69,UPI,Mumbai,DEV45781,food_delivery,0,none
TXN0003250,2026-05-10 13:24:45.000000,ACC10103,ACC10001,810.59,UPI,Nashik,DEV55569,ecommerce,0,none
TXN0003251,2026-05-10 13:28:07.000000,ACC10366,ACC10390,1141.29,IMPS,Pune,DEV10110,grocery,0,none
TXN0003252,2026-05-10 13:29:17.000000,ACC10331,ACC10101,319.47,UPI,Kolhapur,DEV22313,P2P,1,velocity_burst
TXN0003253,2026-05-10 13:30:06.000000,ACC10331,ACC10282,1655.38,UPI,Kolhapur,DEV22313,P2P,1,velocity_burst
TXN0003254,2026-05-10 13:30:48.000000,ACC10331,ACC10026,2774.04,UPI,Kolhapur,DEV22313,P2P,1,velocity_burst
TXN0003255,2026-05-10 13:38:02.000000,ACC10331,ACC10290,1762.54,UPI,Kolhapur,DEV22313,P2P,1,velocity_burst
TXN0003256,2026-05-10 13:38:38.000000,ACC10368,ACC10318,1522.14,UPI,Aurangabad,DEV48819,P2P,0,none
TXN0003257,2026-05-10 13:39:05.000000,ACC10077,ACC10089,1900.87,UPI,Pune,DEV35310,P2P,0,none
TXN0003258,2026-05-10 13:39:37.000000,ACC10170,ACC10318,853.24,UPI,Jaipur,DEV81559,fuel,0,none
TXN0003259,2026-05-10 13:40:06.000000,ACC10331,ACC10045,2531.54,UPI,Kolhapur,DEV22313,P2P,1,velocity_burst
TXN0003260,2026-05-10 13:40:31.000000,ACC10331,ACC10347,732.14,UPI,Kolhapur,DEV22313,P2P,1,velocity_burst
TXN0003261,2026-05-10 13:43:33.000000,ACC10046,ACC10307,507.49,UPI,Nagpur,DEV37135,P2P,0,none
TXN0003262,2026-05-10 13:47:25.000000,ACC10093,ACC10273,2664.14,UPI,Amravati,DEV77210,utility,0,none
TXN0003263,2026-05-10 13:47:52.000000,ACC10077,ACC10236,696.68,UPI,Pune,DEV35310,P2P,0,none
TXN0003264,2026-05-10 13:51:02.000000,ACC10046,ACC10325,1817.73,UPI,Nagpur,DEV37135,grocery,0,none
TXN0003265,2026-05-10 13:51:18.000000,ACC10187,ACC10303,1117.57,UPI,Nagpur,DEV59768,grocery,0,none
TXN0003266,2026-05-10 13:59:07.000000,ACC10291,ACC10033,2142.15,IMPS,Solapur,DEV93470,utility,0,none
TXN0003267,2026-05-10 14:03:59.000000,ACC10165,ACC10147,3419.14,UPI,Jaipur,DEV65293,P2P,0,none
TXN0003268,2026-05-10 14:08:16.000000,ACC10225,ACC10238,1638.18,UPI,Kolhapur,DEV80566,travel,0,none
TXN0003269,2026-05-10 14:08:38.000000,ACC10394,ACC10381,3012.92,UPI,Bengaluru,DEV73727,ecommerce,0,none
TXN0003270,2026-05-10 14:09:32.000000,ACC10115,ACC10111,555.76,UPI,Pune,DEV63643,P2P,0,none
TXN0003271,2026-05-10 14:11:01.000000,ACC10391,ACC10379,1853.35,IMPS,Delhi,DEV17029,P2P,0,none
TXN0003272,2026-05-10 14:20:06.000000,ACC10351,ACC10124,880.4,IMPS,Solapur,DEV70713,P2P,0,none
TXN0003273,2026-05-10 14:21:13.000000,ACC10278,ACC10244,2119.83,UPI,Kolhapur,DEV68422,travel,0,none
TXN0003274,2026-05-10 14:21:39.000000,ACC10198,ACC10056,484.69,UPI,Amravati,DEV80315,ecommerce,0,none
TXN0003275,2026-05-10 14:23:10.000000,ACC10172,ACC10347,1589.83,UPI,Mumbai,DEV18554,fuel,0,none
TXN0003276,2026-05-10 14:24:55.000000,ACC10293,ACC10098,1179.34,UPI,Kolhapur,DEV10658,fuel,0,none
TXN0003277,2026-05-10 14:25:01.000000,ACC10319,ACC10131,1086.48,IMPS,Thane,DEV10405,fuel,0,none
TXN0003278,2026-05-10 14:25:09.000000,ACC10070,ACC10002,1019.24,UPI,Thane,DEV94403,food_delivery,0,none
TXN0003279,2026-05-10 14:26:57.000000,ACC10090,ACC10308,3303.23,IMPS,Pune,DEV56696,P2P,0,none
TXN0003280,2026-05-10 14:26:57.000000,ACC10377,ACC10313,2415.49,UPI,Pune,DEV10833,travel,0,none
TXN0003281,2026-05-10 14:31:20.000000,ACC10367,ACC10305,616.55,IMPS,Nashik,DEV54054,grocery,0,none
TXN0003282,2026-05-10 14:33:50.000000,ACC10312,ACC10122,602.45,UPI,Nagpur,DEV13327,travel,0,none
TXN0003283,2026-05-10 14:33:58.000000,ACC10130,ACC10178,1564.94,UPI,Bengaluru,DEV92886,ecommerce,0,none
TXN0003284,2026-05-10 14:34:08.000000,ACC10012,ACC10296,1351.7,UPI,Amravati,DEV80053,utility,0,none
TXN0003285,2026-05-10 14:39:54.000000,ACC10096,ACC10011,789.14,UPI,Bengaluru,DEV23795,travel,0,none
TXN0003286,2026-05-10 14:46:06.000000,ACC10242,ACC10189,1000.23,UPI,Solapur,DEV68718,utility,0,none
TXN0003287,2026-05-10 14:49:28.000000,ACC10214,ACC10254,1347.89,UPI,Pune,DEV21243,travel,0,none
TXN0003288,2026-05-10 14:51:56.000000,ACC10272,ACC10302,508.3,UPI,Nashik,DEV26283,P2P,0,none
TXN0003289,2026-05-10 14:54:25.000000,ACC10293,ACC10050,1907.19,IMPS,Kolhapur,DEV10658,P2P,0,none
TXN0003290,2026-05-10 14:55:34.000000,ACC10093,ACC10017,1803.93,UPI,Amravati,DEV77210,food_delivery,0,none
TXN0003291,2026-05-10 14:55:47.000000,ACC10208,ACC10294,1029.08,UPI,Delhi,DEV64532,grocery,0,none
TXN0003292,2026-05-10 14:56:35.000000,ACC10189,ACC10050,2249.08,UPI,Pune,DEV43871,P2P,0,none
TXN0003293,2026-05-10 14:56:41.000000,ACC10090,ACC10158,3333.57,UPI,Pune,DEV56696,ecommerce,0,none
TXN0003294,2026-05-10 14:58:11.000000,ACC10272,ACC10277,1040.89,UPI,Nashik,DEV26283,travel,0,none
TXN0003295,2026-05-10 14:59:30.000000,ACC10203,ACC10133,1292.55,UPI,Bengaluru,DEV12609,travel,0,none
TXN0003296,2026-05-10 15:00:45.000000,ACC10040,ACC10192,1064.28,UPI,Thane,DEV83261,fuel,0,none
TXN0003297,2026-05-10 15:04:25.000000,ACC10042,ACC10138,656.15,IMPS,Delhi,DEV75011,fuel,0,none
TXN0003298,2026-05-10 15:05:01.000000,ACC10206,ACC10089,1064.79,UPI,Nashik,DEV69063,utility,0,none
TXN0003299,2026-05-10 15:05:35.000000,ACC10060,ACC10018,1479.04,NEFT,Solapur,DEV17599,utility,0,none
TXN0003300,2026-05-10 15:10:59.000000,ACC10163,ACC10334,2013.01,NEFT,Mumbai,DEV28216,travel,0,none
TXN0003301,2026-05-10 15:15:07.000000,ACC10155,ACC10070,1490.33,UPI,Amravati,DEV39474,P2P,0,none
TXN0003302,2026-05-10 15:15:26.000000,ACC10279,ACC10178,741.57,NEFT,Delhi,DEV78660,ecommerce,0,none
TXN0003303,2026-05-10 15:22:14.000000,ACC10187,ACC10161,1199.41,UPI,Nagpur,DEV59768,travel,0,none
TXN0003304,2026-05-10 15:25:03.000000,ACC10024,ACC10035,691.17,UPI,Delhi,DEV27991,food_delivery,0,none
TXN0003305,2026-05-10 15:27:23.000000,ACC10061,ACC10262,2989.11,UPI,Delhi,DEV13745,travel,0,none
TXN0003306,2026-05-10 15:28:13.000000,ACC10087,ACC10330,801.82,UPI,Nashik,DEV49158,travel,0,none
TXN0003307,2026-05-10 15:41:58.000000,ACC10288,ACC10345,1755.6,UPI,Jaipur,DEV92559,food_delivery,0,none
TXN0003308,2026-05-10 15:43:52.000000,ACC10221,ACC10161,1486.1,UPI,Mumbai,DEV13811,food_delivery,0,none
TXN0003309,2026-05-10 15:44:19.000000,ACC10247,ACC10178,972.16,UPI,Pune,DEV92894,food_delivery,0,none
TXN0003310,2026-05-10 15:46:19.000000,ACC10346,ACC10384,1649.66,UPI,Bengaluru,DEV31723,travel,0,none
TXN0003311,2026-05-10 15:46:48.000000,ACC10027,ACC10394,472.89,UPI,Kolhapur,DEV51301,ecommerce,0,none
TXN0003312,2026-05-10 15:51:17.000000,ACC10370,ACC10351,385.39,NEFT,Nagpur,DEV39023,P2P,0,none
TXN0003313,2026-05-10 15:52:03.000000,ACC10056,ACC10284,424.07,NEFT,Kolhapur,DEV25909,food_delivery,0,none
TXN0003314,2026-05-10 16:00:09.000000,ACC10389,ACC10015,4101.39,UPI,Pune,DEV64065,P2P,0,none
TXN0003315,2026-05-10 16:06:31.000000,ACC10034,ACC10193,1119.95,UPI,Jaipur,DEV29312,fuel,0,none
TXN0003316,2026-05-10 16:08:29.000000,ACC10000,ACC10329,878.58,UPI,Pune,DEV79655,P2P,0,none
TXN0003317,2026-05-10 16:13:45.000000,ACC10339,ACC10260,345.78,UPI,Thane,DEV47833,food_delivery,0,none
TXN0003318,2026-05-10 16:13:46.000000,ACC10085,ACC10048,801.68,UPI,Bengaluru,DEV33036,fuel,0,none
TXN0003319,2026-05-10 16:17:02.000000,ACC10071,ACC10080,1896.81,UPI,Kolhapur,DEV52613,fuel,0,none
TXN0003320,2026-05-10 16:17:43.000000,ACC10357,ACC10394,463.19,UPI,Nashik,DEV13697,travel,0,none
TXN0003321,2026-05-10 16:19:12.000000,ACC10185,ACC10078,930.52,UPI,Pune,DEV94250,P2P,0,none
TXN0003322,2026-05-10 16:34:55.000000,ACC10337,ACC10243,749.49,UPI,Kolhapur,DEV11590,ecommerce,0,none
TXN0003323,2026-05-10 16:35:10.000000,ACC10030,ACC10028,879.65,UPI,Bengaluru,DEV60870,ecommerce,0,none
TXN0003324,2026-05-10 16:41:14.000000,ACC10143,ACC10271,1522.57,IMPS,Pune,DEV14676,ecommerce,0,none
TXN0003325,2026-05-10 16:44:08.000000,ACC10159,ACC10210,3508.27,UPI,Thane,DEV58188,fuel,0,none
TXN0003326,2026-05-10 16:45:01.000000,ACC10040,ACC10206,1018.18,UPI,Thane,DEV83261,P2P,0,none
TXN0003327,2026-05-10 16:51:50.000000,ACC10262,ACC10345,1331.86,UPI,Delhi,DEV44905,P2P,0,none
TXN0003328,2026-05-10 16:53:35.000000,ACC10194,ACC10031,1706.55,IMPS,Kolhapur,DEV11107,P2P,0,none
TXN0003329,2026-05-10 16:58:07.000000,ACC10391,ACC10310,2136.82,UPI,Delhi,DEV17029,P2P,0,none
TXN0003330,2026-05-10 17:05:16.000000,ACC10232,ACC10209,1729.1,UPI,Pune,DEV20729,P2P,0,none
TXN0003331,2026-05-10 17:05:27.000000,ACC10281,ACC10078,1572.08,UPI,Bengaluru,DEV40460,travel,0,none
TXN0003332,2026-05-10 17:07:35.000000,ACC10184,ACC10043,1208.08,IMPS,Nashik,DEV24184,travel,0,none
TXN0003333,2026-05-10 17:08:17.000000,ACC10261,ACC10057,809.25,UPI,Delhi,DEV71889,food_delivery,0,none
TXN0003334,2026-05-10 17:08:34.000000,ACC10114,ACC10025,7242.49,NEFT,Amravati,DEV47719,P2P,0,none
TXN0003335,2026-05-10 17:10:41.000000,ACC10161,ACC10175,1545.59,UPI,Kolhapur,DEV57944,food_delivery,0,none
TXN0003336,2026-05-10 17:16:14.000000,ACC10218,ACC10314,1643.52,NEFT,Mumbai,DEV34368,P2P,0,none
TXN0003337,2026-05-10 17:17:53.000000,ACC10327,ACC10160,1972.16,UPI,Bengaluru,DEV26883,P2P,0,none
TXN0003338,2026-05-10 17:18:32.000000,ACC10111,ACC10319,1173.9,UPI,Jaipur,DEV93231,P2P,0,none
TXN0003339,2026-05-10 17:24:23.000000,ACC10181,ACC10172,1091.62,UPI,Amravati,DEV40027,P2P,0,none
TXN0003340,2026-05-10 17:25:23.000000,ACC10121,ACC10250,3237.01,UPI,Jaipur,DEV88095,fuel,0,none
TXN0003341,2026-05-10 17:25:47.000000,ACC10065,ACC10123,748.56,UPI,Jaipur,DEV62294,grocery,0,none
TXN0003342,2026-05-10 17:26:20.000000,ACC10364,ACC10163,663.82,UPI,Nagpur,DEV47494,fuel,0,none
TXN0003343,2026-05-10 17:38:03.000000,ACC10389,ACC10127,3847.66,UPI,Pune,DEV64065,utility,0,none
TXN0003344,2026-05-10 17:45:23.000000,ACC10308,ACC10049,2016.04,UPI,Nashik,DEV98011,P2P,0,none
TXN0003345,2026-05-10 17:51:11.000000,ACC10266,ACC10174,519.46,UPI,Jaipur,DEV99020,food_delivery,0,none
TXN0003346,2026-05-10 17:53:43.000000,ACC10396,ACC10067,1304.61,UPI,Pune,DEV63444,food_delivery,0,none
TXN0003347,2026-05-10 17:59:18.000000,ACC10143,ACC10071,2687.16,IMPS,Pune,DEV14676,P2P,0,none
TXN0003348,2026-05-10 17:59:33.000000,ACC10312,ACC10383,727.39,IMPS,Nagpur,DEV13327,P2P,0,none
TXN0003349,2026-05-10 18:02:09.000000,ACC10134,ACC10225,1660.49,UPI,Delhi,DEV14804,travel,0,none
TXN0003350,2026-05-10 18:02:39.000000,ACC10174,ACC10211,1340.62,IMPS,Thane,DEV51938,P2P,0,none
TXN0003351,2026-05-10 18:06:45.000000,ACC10055,ACC10321,1299.42,UPI,Amravati,DEV37535,P2P,0,none
TXN0003352,2026-05-10 18:08:09.000000,ACC10305,ACC10333,364.15,UPI,Mumbai,DEV21148,ecommerce,0,none
TXN0003353,2026-05-10 18:09:00.000000,ACC10194,ACC10035,3934.75,UPI,Kolhapur,DEV11107,utility,0,none
TXN0003354,2026-05-10 18:14:18.000000,ACC10061,ACC10328,2947.52,UPI,Delhi,DEV13745,P2P,0,none
TXN0003355,2026-05-10 18:24:04.000000,ACC10307,ACC10099,1012.25,UPI,Bengaluru,DEV98697,P2P,0,none
TXN0003356,2026-05-10 18:25:58.000000,ACC10029,ACC10268,2930.27,NEFT,Thane,DEV70155,P2P,0,none
TXN0003357,2026-05-10 18:27:14.000000,ACC10259,ACC10185,1895.53,UPI,Kolhapur,DEV96257,ecommerce,0,none
TXN0003358,2026-05-10 18:29:35.000000,ACC10044,ACC10359,2362.65,UPI,Jaipur,DEV23707,food_delivery,0,none
TXN0003359,2026-05-10 18:29:42.000000,ACC10320,ACC10046,1525.39,UPI,Nashik,DEV70955,P2P,0,none
TXN0003360,2026-05-10 18:35:40.000000,ACC10086,ACC10330,1299.36,IMPS,Nagpur,DEV24814,P2P,0,none
TXN0003361,2026-05-10 18:38:36.000000,ACC10265,ACC10194,3623.51,IMPS,Amravati,DEV24931,travel,0,none
TXN0003362,2026-05-10 18:39:05.000000,ACC10164,ACC10323,788.6,IMPS,Kolhapur,DEV87463,ecommerce,0,none
TXN0003363,2026-05-10 18:40:04.000000,ACC10083,ACC10198,2570.82,UPI,Jaipur,DEV38542,fuel,0,none
TXN0003364,2026-05-10 18:40:31.000000,ACC10115,ACC10166,774.6,IMPS,Pune,DEV63643,utility,0,none
TXN0003365,2026-05-10 18:46:45.000000,ACC10243,ACC10177,3789.14,UPI,Nagpur,DEV80868,P2P,0,none
TXN0003366,2026-05-10 18:51:03.000000,ACC10249,ACC10222,1218.86,UPI,Nagpur,DEV38300,grocery,0,none
TXN0003367,2026-05-10 18:52:19.000000,ACC10019,ACC10385,1715.32,NEFT,Nashik,DEV30421,grocery,0,none
TXN0003368,2026-05-10 18:53:27.000000,ACC10141,ACC10124,1050.5,UPI,Mumbai,DEV43624,fuel,0,none
TXN0003369,2026-05-10 18:58:39.000000,ACC10059,ACC10220,1217.77,UPI,Pune,DEV62568,fuel,0,none
TXN0003370,2026-05-10 19:00:35.000000,ACC10040,ACC10361,1042.82,UPI,Thane,DEV83261,utility,0,none
TXN0003371,2026-05-10 19:00:39.000000,ACC10234,ACC10289,2063.16,UPI,Solapur,DEV48510,P2P,0,none
TXN0003372,2026-05-10 19:06:20.000000,ACC10007,ACC10144,762.24,UPI,Kolhapur,DEV49906,fuel,0,none
TXN0003373,2026-05-10 19:07:14.000000,ACC10057,ACC10247,1342.53,UPI,Mumbai,DEV78265,P2P,0,none
TXN0003374,2026-05-10 19:08:32.000000,ACC10256,ACC10098,3988.74,IMPS,Amravati,DEV87088,travel,0,none
TXN0003375,2026-05-10 19:09:07.000000,ACC10126,ACC10153,5700.64,UPI,Bengaluru,DEV83490,P2P,0,none
TXN0003376,2026-05-10 19:10:17.000000,ACC10339,ACC10063,322.57,NEFT,Thane,DEV47833,fuel,0,none
TXN0003377,2026-05-10 19:13:16.000000,ACC10049,ACC10338,752.99,UPI,Aurangabad,DEV91771,P2P,0,none
TXN0003378,2026-05-10 19:14:51.000000,ACC10124,ACC10012,5943.84,UPI,Nashik,DEV50850,P2P,0,none
TXN0003379,2026-05-10 19:19:30.000000,ACC10159,ACC10056,3674.24,UPI,Thane,DEV58188,fuel,0,none
TXN0003380,2026-05-10 19:20:38.000000,ACC10276,ACC10043,454.79,UPI,Mumbai,DEV17570,ecommerce,0,none
TXN0003381,2026-05-10 19:23:31.000000,ACC10107,ACC10206,2965.95,UPI,Thane,DEV21137,P2P,0,none
TXN0003382,2026-05-10 19:25:41.000000,ACC10002,ACC10054,205.0,UPI,Nagpur,DEV18475,P2P,0,none
TXN0003383,2026-05-10 19:26:04.000000,ACC10108,ACC10186,1807.15,NEFT,Mumbai,DEV45781,travel,0,none
TXN0003384,2026-05-10 19:29:20.000000,ACC10122,ACC10154,521.52,IMPS,Nashik,DEV47131,ecommerce,0,none
TXN0003385,2026-05-10 19:30:35.000000,ACC10160,ACC10114,1964.0,UPI,Thane,DEV68732,P2P,0,none
TXN0003386,2026-05-10 19:32:22.000000,ACC10148,ACC10043,1157.91,UPI,Amravati,DEV22109,P2P,0,none
TXN0003387,2026-05-10 19:40:39.000000,ACC10038,ACC10170,1676.99,UPI,Pune,DEV60132,travel,0,none
TXN0003388,2026-05-10 19:42:35.000000,ACC10029,ACC10239,2914.44,IMPS,Thane,DEV70155,grocery,0,none
TXN0003389,2026-05-10 19:46:10.000000,ACC10184,ACC10105,1555.63,UPI,Nashik,DEV24184,utility,0,none
TXN0003390,2026-05-10 19:47:49.000000,ACC10037,ACC10119,2269.67,UPI,Jaipur,DEV36423,travel,0,none
TXN0003391,2026-05-10 19:49:24.000000,ACC10159,ACC10037,2933.86,IMPS,Thane,DEV58188,grocery,0,none
TXN0003392,2026-05-10 19:51:56.000000,ACC10057,ACC10064,1472.71,NEFT,Mumbai,DEV78265,fuel,0,none
TXN0003393,2026-05-10 19:56:15.000000,ACC10158,ACC10163,2215.17,NEFT,Bengaluru,DEV53281,fuel,0,none
TXN0003394,2026-05-10 19:56:23.000000,ACC10098,ACC10134,2798.8,UPI,Nashik,DEV37928,travel,0,none
TXN0003395,2026-05-10 20:02:25.000000,ACC10111,ACC10095,1258.93,UPI,Jaipur,DEV93231,P2P,0,none
TXN0003396,2026-05-10 20:04:03.000000,ACC10334,ACC10316,3579.28,UPI,Thane,DEV92375,fuel,0,none
TXN0003397,2026-05-10 20:04:55.000000,ACC10396,ACC10028,1761.86,UPI,Pune,DEV63444,utility,0,none
TXN0003398,2026-05-10 20:05:32.000000,ACC10324,ACC10258,1275.61,UPI,Delhi,DEV86800,P2P,0,none
TXN0003399,2026-05-10 20:10:20.000000,ACC10179,ACC10240,2087.44,UPI,Thane,DEV69207,utility,0,none
TXN0003400,2026-05-10 20:11:06.000000,ACC10131,ACC10129,730.66,UPI,Pune,DEV35624,food_delivery,0,none
TXN0003401,2026-05-10 20:15:57.000000,ACC10226,ACC10098,1634.77,UPI,Bengaluru,DEV61516,P2P,0,none
TXN0003402,2026-05-10 20:18:17.000000,ACC10197,ACC10362,1751.03,UPI,Mumbai,DEV37173,P2P,0,none
TXN0003403,2026-05-10 20:20:06.000000,ACC10340,ACC10281,1076.3,UPI,Jaipur,DEV77675,utility,0,none
TXN0003404,2026-05-10 20:25:37.000000,ACC10015,ACC10192,658.14,UPI,Jaipur,DEV77027,P2P,0,none
TXN0003405,2026-05-10 20:26:52.000000,ACC10395,ACC10322,1765.93,IMPS,Delhi,DEV38543,grocery,0,none
TXN0003406,2026-05-10 20:39:12.000000,ACC10234,ACC10199,2291.88,UPI,Solapur,DEV48510,P2P,0,none
TXN0003407,2026-05-10 20:39:24.000000,ACC10220,ACC10087,754.67,UPI,Kolhapur,DEV14904,ecommerce,0,none
TXN0003408,2026-05-10 20:44:26.000000,ACC10180,ACC10384,1496.24,UPI,Jaipur,DEV79688,utility,0,none
TXN0003409,2026-05-10 20:46:03.000000,ACC10142,ACC10236,2422.54,UPI,Bengaluru,DEV19150,P2P,0,none
TXN0003410,2026-05-10 20:47:01.000000,ACC10080,ACC10216,947.53,UPI,Jaipur,DEV30719,ecommerce,0,none
TXN0003411,2026-05-10 20:47:15.000000,ACC10071,ACC10387,2436.12,UPI,Kolhapur,DEV52613,food_delivery,0,none
TXN0003412,2026-05-10 20:48:15.000000,ACC10243,ACC10386,1783.4,UPI,Nagpur,DEV80868,food_delivery,0,none
TXN0003413,2026-05-10 20:49:07.000000,ACC10047,ACC10282,610.1,UPI,Solapur,DEV42562,grocery,0,none
TXN0003414,2026-05-10 20:49:42.000000,ACC10053,ACC10307,600.32,IMPS,Mumbai,DEV18675,travel,0,none
TXN0003415,2026-05-10 20:51:12.000000,ACC10095,ACC10301,2782.12,UPI,Mumbai,DEV21048,P2P,0,none
TXN0003416,2026-05-10 20:51:21.000000,ACC10271,ACC10008,949.03,IMPS,Thane,DEV52238,fuel,0,none
TXN0003417,2026-05-10 20:51:28.000000,ACC10153,ACC10057,4147.25,UPI,Pune,DEV47519,grocery,0,none
TXN0003418,2026-05-10 20:54:45.000000,ACC10122,ACC10373,333.55,UPI,Nashik,DEV47131,travel,0,none
